GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "00000","United States *", ,SAINC50,82,"...","   Less: Refunds ","Thousands of dollars",1764000,2344000,1686000,1767000,2107000,2586000,2868000,3067000,3220000,3481000,3876000,4065000,4285000,4765000,5055000,5549000,5920000,4880000,5909000,7944000,9403000,10150000,13262000,14430000,14267000,22130000,23922000,34302000,27449000,29404000,32048000,33799000,43528000,47584000,54973000,60642000,64640000,66512000,71916000,72680000,72117000,70004000,73242000,79925000,79609000,75440000,76987000,85809000,89221000,93677000,99899000,125035000,133957000,148680000,181317000,178641000,186649000,180187000,196144000,206512000,285917000,273014000,252537000,231930000,238578000,228829000,232387000,234346000,253796000,261587000,268802000,242586000,241964000,282543000,266520000
 "00000","United States *", ,SAINC50,120,"..."," State governments ","Thousands of dollars",879000,1068000,1158000,1339000,1462000,1528000,1638000,1884000,2171000,2365000,2500000,2979000,3307000,3592000,3935000,4215000,4773000,5239000,6243000,6845000,8650000,10606000,11776000,13261000,17706000,19579000,20917000,22940000,26752000,30683000,35296000,38573000,43384000,48089000,51884000,58404000,67667000,72431000,77435000,86409000,89292000,101088000,108244000,110318000,118770000,124465000,130011000,138745000,148442000,160300000,177781000,189781000,211191000,217696000,194438000,197270000,215325000,241392000,265493000,283215000,293887000,250593000,257588000,285605000,303609000,332667000,338309000,363328000,364808000,386898000,408312000,444604000,447143000,533497000,567450000
 "00000","United States *", ,SAINC50,130,"...","  Income taxes ","Thousands of dollars",526000,668000,712000,837000,917000,946000,1013000,1202000,1418000,1541000,1624000,1999000,2282000,2542000,2842000,3078000,3563000,3947000,4783000,5315000,6914000,8620000,9583000,10950000,15209000,16818000,18047000,19934000,23433000,27178000,31584000,34612000,39143000,43580000,46972000,53152000,61881000,66108000,70685000,79131000,81546000,92865000,99640000,101381000,109013000,114918000,120200000,128429000,138639000,149734000,166779000,178439000,199220000,205736000,181832000,184006000,200947000,226576000,250101000,267484000,278190000,234274000,240171000,267556000,284497000,313481000,318748000,343101000,344201000,365944000,385633000,421521000,423989000,506849000,539976000
 "00000","United States *", ,SAINC50,150,"...","  Motor vehicle licenses ","Thousands of dollars",288000,326000,370000,422000,453000,487000,533000,585000,654000,722000,768000,866000,906000,927000,965000,1002000,1066000,1138000,1303000,1363000,1553000,1798000,1974000,2084000,2257000,2492000,2576000,2678000,2990000,3164000,3365000,3560000,3773000,3999000,4347000,4664000,5120000,5627000,6031000,6477000,6960000,7378000,7712000,7975000,8709000,8472000,8642000,9205000,8723000,9317000,9781000,10161000,10751000,10675000,11310000,12015000,12942000,13351000,13918000,14179000,14046000,14613000,15475000,16074000,16817000,16885000,17288000,17834000,18382000,18855000,20094000,20489000,20269000,21473000,21786000
 "00000","United States *", ,SAINC50,160,"...","  Other taxes 5/","Thousands of dollars",65000,74000,76000,80000,92000,95000,92000,97000,99000,102000,108000,114000,119000,123000,128000,135000,144000,154000,157000,167000,183000,188000,219000,227000,240000,269000,294000,328000,329000,341000,347000,401000,468000,510000,565000,588000,666000,696000,719000,801000,786000,845000,892000,962000,1048000,1075000,1169000,1111000,1080000,1249000,1221000,1181000,1220000,1285000,1296000,1249000,1436000,1465000,1474000,1552000,1651000,1706000,1942000,1975000,2295000,2301000,2273000,2393000,2225000,2099000,2585000,2594000,2885000,5175000,5688000
 "00000","United States *", ,SAINC50,180,"..."," Local governments ","Thousands of dollars",72000,78000,95000,96000,110000,121000,148000,189000,205000,246000,261000,338000,371000,372000,456000,540000,648000,668000,844000,1008000,1139000,1407000,1604000,1780000,2301000,2358000,2743000,3031000,3408000,3789000,4108000,4316000,4275000,5253000,5878000,6167000,6713000,7142000,7734000,7886000,10323000,10780000,11343000,11770000,12883000,12979000,13918000,15198000,15695000,17080000,18605000,19574000,20671000,20258000,20239000,21888000,24674000,27653000,28985000,31439000,29943000,27730000,28787000,29872000,32099000,34316000,35579000,36513000,37169000,39624000,41885000,43207000,45329000,49545000,53892000
 "00000","United States *", ,SAINC50,190,"...","  Income taxes ","Thousands of dollars",44000,50000,64000,68000,85000,96000,122000,143000,156000,182000,205000,230000,254000,258000,338000,354000,455000,470000,639000,797000,927000,1149000,1320000,1490000,1988000,2046000,2304000,2519000,2826000,3207000,3397000,3602000,3451000,4332000,4915000,5133000,5590000,6014000,6764000,6828000,9053000,9405000,9954000,10339000,11364000,11307000,12041000,13308000,13687000,14933000,16241000,17093000,18134000,17600000,17452000,18768000,20439000,22481000,24097000,26810000,25879000,24650000,25616000,26533000,28583000,30511000,31506000,32220000,32542000,34788000,36827000,38096000,40019000,44038000,48231000
 "00000","United States *", ,SAINC50,200,"...","  Motor vehicle licenses ","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),81000,80000,83000,111000,115000,120000,147000,152000,159000,192000,189000,191000,194000,203000,204000,217000,235000,255000,276000,341000,375000,392000,412000,444000,455000,527000,541000,580000,605000,634000,637000,658000,651000,679000,702000,715000,746000,781000,818000,819000,802000,819000,875000,902000,913000,949000,986000,1026000,1068000,1075000,1075000,1085000,1105000,1125000
 "00000","United States *", ,SAINC50,210,"...","  Other taxes ","Thousands of dollars",28000,28000,31000,28000,25000,25000,26000,46000,49000,64000,56000,108000,117000,114000,118000,186000,193000,198000,205000,211000,212000,177000,204000,207000,202000,197000,319000,365000,430000,423000,519000,525000,633000,727000,760000,830000,906000,893000,715000,782000,929000,1000000,997000,1019000,1075000,1217000,1350000,1349000,1428000,1542000,1730000,1844000,1879000,2007000,2108000,2418000,3520000,4426000,4107000,3811000,3245000,2278000,2352000,2464000,2614000,2892000,3124000,3307000,3601000,3768000,3983000,4036000,4225000,4402000,4536000
 "00000","United States *", ,SAINC50,230,"..."," State and local personal property taxes ","Thousands of dollars",189000,211000,227000,245000,266000,287000,306000,316000,302000,281000,303000,506000,552000,592000,635000,659000,663000,689000,689000,722000,763000,793000,837000,861000,876000,889000,863000,906000,914000,894000,1046000,1143000,1232000,1273000,1385000,1534000,1643000,1787000,2036000,2305000,2479000,2771000,2972000,3223000,3652000,3623000,4061000,4166000,4536000,4618000,4835000,5131000,4848000,5065000,5169000,5749000,5726000,6195000,6637000,6934000,7039000,7503000,7675000,7452000,7420000,7700000,8065000,8468000,8827000,9207000,9664000,10133000,10523000,10938000,11594000
"Note: See the included footnote file."
"SAINC50: Personal current taxes "
"Last updated: September 29, 2023-- new statistics for 2022; revised statistics for 1979-2021."
"U.S. Bureau of Economic Analysis"
